x-axis,1
second,Volt
-2.21800E+00,+9.02E-03
-2.21700E+00,+11.80E-03
-2.21600E+00,+13.04E-03
-2.21500E+00,+11.50E-03
-2.21400E+00,+16.45E-03
-2.21300E+00,+17.06E-03
-2.21200E+00,+17.06E-03
-2.21100E+00,+14.89E-03
-2.21000E+00,+13.96E-03
-2.20900E+00,+9.02E-03
-2.20800E+00,+16.12E-03
-2.20700E+00,+11.17E-03
-2.20600E+00,+10.59E-03
-2.20500E+00,+13.04E-03
-2.20400E+00,+8.39E-03
-2.20300E+00,+7.46E-03
-2.20200E+00,+9.02E-03
-2.20100E+00,+13.04E-03
-2.20000E+00,+9.35E-03
-2.19900E+00,+14.30E-03
-2.19800E+00,+17.06E-03
-2.19700E+00,+12.13E-03
-2.19600E+00,+13.06E-03
-2.19500E+00,+9.02E-03
-2.19400E+00,+13.04E-03
-2.19300E+00,+11.45E-03
-2.19200E+00,+5.28E-03
-2.19100E+00,+13.04E-03
-2.19000E+00,+10.59E-03
-2.18900E+00,+15.54E-03
-2.18800E+00,+9.02E-03
-2.18700E+00,+12.70E-03
-2.18600E+00,+11.77E-03
-2.18500E+00,+10.84E-03
-2.18400E+00,+8.12E-03
-2.18300E+00,+9.05E-03
-2.18200E+00,+13.04E-03
-2.18100E+00,+15.17E-03
-2.18000E+00,+17.06E-03
-2.17900E+00,+16.52E-03
-2.17800E+00,+9.02E-03
-2.17700E+00,+15.48E-03
-2.17600E+00,+12.03E-03
-2.17500E+00,+10.18E-03
-2.17400E+00,+5.35E-03
-2.17300E+00,+10.30E-03
-2.17200E+00,+17.06E-03
-2.17100E+00,+14.41E-03
-2.17000E+00,+12.99E-03
-2.16900E+00,+12.07E-03
-2.16800E+00,+11.14E-03
-2.16700E+00,+19.89E-03
-2.16600E+00,+17.06E-03
-2.16500E+00,+13.04E-03
-2.16400E+00,+10.62E-03
-2.16300E+00,+15.57E-03
-2.16200E+00,+13.61E-03
-2.16100E+00,+9.02E-03
-2.16000E+00,+7.73E-03
-2.15900E+00,+10.82E-03
-2.15800E+00,+9.89E-03
-2.15700E+00,+12.98E-03
-2.15600E+00,+13.04E-03
-2.15500E+00,+11.13E-03
-2.15400E+00,+11.86E-03
-2.15300E+00,+16.56E-03
-2.15200E+00,+12.36E-03
-2.15100E+00,+10.63E-03
-2.15000E+00,+11.56E-03
-2.14900E+00,+13.04E-03
-2.14800E+00,+9.39E-03
-2.14700E+00,+13.04E-03
-2.14600E+00,+10.81E-03
-2.14500E+00,+12.18E-03
-2.14400E+00,+9.16E-03
-2.14300E+00,+10.02E-03
-2.14200E+00,+9.19E-03
-2.14100E+00,+11.88E-03
-2.14000E+00,+13.04E-03
-2.13900E+00,+13.04E-03
-2.13800E+00,+11.42E-03
-2.13700E+00,+11.57E-03
-2.13600E+00,+17.06E-03
-2.13500E+00,+9.41E-03
-2.13400E+00,+14.36E-03
-2.13300E+00,+11.26E-03
-2.13200E+00,+12.19E-03
-2.13100E+00,+16.98E-03
-2.13000E+00,+12.03E-03
-2.12900E+00,+13.04E-03
-2.12800E+00,+13.04E-03
-2.12700E+00,+13.04E-03
-2.12600E+00,+13.04E-03
-2.12500E+00,+10.65E-03
-2.12400E+00,+13.04E-03
-2.12300E+00,+16.53E-03
-2.12200E+00,+1.38E-03
-2.12100E+00,+13.04E-03
-2.12000E+00,+15.30E-03
-2.11900E+00,+13.88E-03
-2.11800E+00,+8.83E-03
-2.11700E+00,+5.00E-03
-2.11600E+00,+11.09E-03
-2.11500E+00,+13.04E-03
-2.11400E+00,+13.46E-03
-2.11300E+00,+11.61E-03
-2.11200E+00,+13.04E-03
-2.11100E+00,+15.61E-03
-2.11000E+00,+12.52E-03
-2.10900E+00,+13.04E-03
-2.10800E+00,+11.70E-03
-2.10700E+00,+12.52E-03
-2.10600E+00,+13.04E-03
-2.10500E+00,+12.93E-03
-2.10400E+00,+9.02E-03
-2.10300E+00,+11.08E-03
-2.10200E+00,+9.02E-03
-2.10100E+00,+9.02E-03
-2.10000E+00,+13.04E-03
-2.09900E+00,+15.40E-03
-2.09800E+00,+11.61E-03
-2.09700E+00,+13.04E-03
-2.09600E+00,+16.64E-03
-2.09500E+00,+9.06E-03
-2.09400E+00,+13.04E-03
-2.09300E+00,+9.83E-03
-2.09200E+00,+13.16E-03
-2.09100E+00,+6.05E-03
-2.09000E+00,+9.02E-03
-2.08900E+00,+10.14E-03
-2.08800E+00,+9.02E-03
-2.08700E+00,+9.76E-03
-2.08600E+00,+15.39E-03
-2.08500E+00,+14.22E-03
-2.08400E+00,+5.99E-03
-2.08300E+00,+16.63E-03
-2.08200E+00,+6.36E-03
-2.08100E+00,+10.75E-03
-2.08000E+00,+12.24E-03
-2.07900E+00,+12.91E-03
-2.07800E+00,+6.06E-03
-2.07700E+00,+13.09E-03
-2.07600E+00,+6.10E-03
-2.07500E+00,+17.06E-03
-2.07400E+00,+9.77E-03
-2.07300E+00,+9.02E-03
-2.07200E+00,+13.04E-03
-2.07100E+00,+13.04E-03
-2.07000E+00,+13.04E-03
-2.06900E+00,+15.68E-03
-2.06800E+00,+10.74E-03
-2.06700E+00,+4.21E-03
-2.06600E+00,+16.64E-03
-2.06500E+00,+10.09E-03
-2.06400E+00,+13.02E-03
-2.06300E+00,+7.93E-03
-2.06200E+00,+13.20E-03
-2.06100E+00,+14.77E-03
-2.06000E+00,+11.35E-03
-2.05900E+00,+14.44E-03
-2.05800E+00,+12.57E-03
-2.05700E+00,+10.40E-03
-2.05600E+00,+13.04E-03
-2.05500E+00,+15.36E-03
-2.05400E+00,+10.57E-03
-2.05300E+00,+13.04E-03
-2.05200E+00,+6.08E-03
-2.05100E+00,+7.01E-03
-2.05000E+00,+10.10E-03
-2.04900E+00,+12.74E-03
-2.04800E+00,+9.80E-03
-2.04700E+00,+11.94E-03
-2.04600E+00,+3.75E-03
-2.04500E+00,+9.93E-03
-2.04400E+00,+21.55E-03
-2.04300E+00,+26.32E-03
-2.04200E+00,+24.46E-03
-2.04100E+00,+161.02E-03
-2.04000E+00,+153.91E-03
-2.03900E+00,+147.89E-03
-2.03800E+00,+149.72E-03
-2.03700E+00,+154.56E-03
-2.03600E+00,+145.84E-03
-2.03500E+00,+153.74E-03
-2.03400E+00,+157.76E-03
-2.03300E+00,+149.72E-03
-2.03200E+00,+156.87E-03
-2.03100E+00,+152.78E-03
-2.03000E+00,+153.74E-03
-2.02900E+00,+151.40E-03
-2.02800E+00,+146.45E-03
